username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;cluster
3caretabla;2017-04-24 10:56;0.0;1.0;Buen día tiene disponible Biotalol o concond de 10 mg;;;;856522352838021120;https://twitter.com/3caretabla/status/856522352838021120;2
3erFlano;2017-03-13 19:11;1.0;1.0;Creo que Vuja vino por hacer las delicias de la afición y Loé porque se ofreció y nadie quería venir.;;;;841426500180180992;https://twitter.com/3erFlano/status/841426500180180992;0
4fink;2017-05-05 09:07;0.0;0.0;@FundacionBADAN Buenos días disponen de Dostinex 0.5mg y en que sede?;;@FundacionBADAN;;860481088392769537;https://twitter.com/4fink/status/860481088392769537;2
4ngelVazquez;2017-05-01 19:28;0.0;0.0;Ambos de origen low cost ... pero el mexicano se vende como si fuera HC;;;;859187704587624449;https://twitter.com/4ngelVazquez/status/859187704587624449;0
555alvaro555;2017-06-02 07:47;0.0;0.0;Este mazo es lo mas roto que he visto nunca (se puede cambiar bruja por valkira/caballero y en teoria lleva tronco por zap ) pic.twitter.com/jYd71lZC3q;;;;870607799092379649;https://twitter.com/555alvaro555/status/870607799092379649;0
617c43bafbf64f7;2017-05-26 20:50;0.0;0.0;@rolanriera . Y cuando en la farmacia le dicen el precio.. viene con un Kit. . Berodual .. máscara. . Solución fisiología.. pic.twitter.com/H2RXfcC9Lq;;@rolanriera;;868268215268409344;https://twitter.com/617c43bafbf64f7/status/868268215268409344;0
7_Porlasnubes;2017-05-30 07:06;0.0;2.0;con la adrenalina que tengo después de los exámenes me da pa' empotraros hasta dejaros k.o #sorry;;;#sorry;869510414878552066;https://twitter.com/7_Porlasnubes/status/869510414878552066;0
86Jambito16;2017-04-19 10:02;0.0;0.0;Si tú puedes yo también! A ver si nos estás prohibiendo jugar a Ventus y a mí para cogernos ventaja!;;;;854696669019086848;https://twitter.com/86Jambito16/status/854696669019086848;0
94hesloves;2017-03-14 12:09;0.0;0.0;HELP! tengo que hacer mi currículum vitae para mañana y no tengo ni puta idea de como se hace, alguien ha hecho uno antes?;;;;841682782376071168;https://twitter.com/94hesloves/status/841682782376071168;0
___GAG4;2017-03-17 22:16;0.0;0.0;Por qué tengo tantos escraches de mariana y antonella en mi galería;;;;842922753640534016;https://twitter.com/___GAG4/status/842922753640534016;0
_agusmazzini;2017-03-30 17:46;0.0;0.0;Alguien sabe dónde se vende ritalin o anfetaminas sin receta? es para una buena causa ahre;;;;847565738319634432;https://twitter.com/_agusmazzini/status/847565738319634432;2
_cactusl;2017-03-05 18:00;0.0;0.0;ya ya. Si lo hablamos una noche, pero mi cabeza entra en colapso cambiando el significado que le damos en Sevilla XD;;;;838509640736464896;https://twitter.com/_cactusl/status/838509640736464896;0
_clonazepam_;2017-04-14 14:33;0.0;1.0;Razones para cambiar de pareja: No lograr confiar, angustia en los silencios, no hablar de caca, no tirarte pedos.;;;;852953023861141505;https://twitter.com/_clonazepam_/status/852953023861141505;0
_clonazepam_;2017-05-11 23:33;0.0;1.0;- Me encanta reirme, por eso tengo Twitter. - pic.twitter.com/SIXL3pCSyR;;;;862873309251338240;https://twitter.com/_clonazepam_/status/862873309251338240;0
_clonazepam_;2017-05-13 13:32;0.0;1.0;Yo no tengo filtros porque mi abuela me enseñó a decir TODO LO QUE SIENTO, pero, la concha no se las voy a enseñar.;;;;863446742171254784;https://twitter.com/_clonazepam_/status/863446742171254784;0
_Curam;2017-05-08 09:54;0.0;0.0;No quiero papa comunista en esta vaina, ya tenemos bastante con los malditos chavistas. https:// twitter.com/ElNacionalWeb/ status/861578941341085697 …;;;;861580130367528960;https://twitter.com/_Curam/status/861580130367528960;0
_DonPizzero_;2017-05-01 16:11;0.0;0.0;- Mamá, tengo náuseas y desaliento. - Usted lo que no quiere es ir a estudiar mañana, tómese este acetaminofén y se la pasa. - (._.);;;;859138187687493634;https://twitter.com/_DonPizzero_/status/859138187687493634;0
_DrPepe;2017-04-20 16:54;0.0;0.0;"¡Gracias! Me lo vendieron como antiacido con mismos componentes que maalox "". Pero investigando vi que no son iguales.""";;;;855162725105848321;https://twitter.com/_DrPepe/status/855162725105848321;0
_figueirafc;2017-03-10 03:46;0.0;0.0;No sé si tengo el corazón semidesnatado, desnatado, sin lactosa, sin Omega-3, con fitoesteroles o con falta de calcio amoroso.;;;;840106491394777090;https://twitter.com/_figueirafc/status/840106491394777090;0
_Fran25_;2017-03-21 21:43;0.0;0.0;#RT Se BUSCA: NIFEDIPINO de 30mg o 60mg y CANDESARTAN de 16mg. Donación, venta o cualquier información lo agradecería #Ccs #VallesDelTuy pic.twitter.com/4MlvSPssVt;;;#RT #Ccs #VallesDelTuy;844363986757976064;https://twitter.com/_Fran25_/status/844363986757976064;2
_GotMilf_;2017-04-02 00:34;0.0;1.0;Advil cambio de imagen.. pero no solo eso.. ya no me hace efecto y cae como bomba al estómago;;;;848393133536690176;https://twitter.com/_GotMilf_/status/848393133536690176;0
_Hepatitis;2017-06-03 20:57;0.0;0.0;Todos tenemos un plan de escape, si crees que tu morr@no lo tiene, es porque probablemente tú eres su plan de escape.;;@no;;871169102345150464;https://twitter.com/_Hepatitis/status/871169102345150464;0
_ismael0vsky;2017-05-10 16:41;1.0;1.0;Ya tenemos hueco en tu casa para la final, no? @david_ aranda _14;;@david_;;862407277990600704;https://twitter.com/_ismael0vsky/status/862407277990600704;0
_itsvictxr;2017-05-29 06:14;1.0;8.0;Si es que cualquier día Yo me tengo que tomar un valium y todo eh;;;;869134872845193216;https://twitter.com/_itsvictxr/status/869134872845193216;0
_KeyOfLight;2017-05-22 18:36;0.0;0.0;vende zap — Vendo https:// curiouscat.me/OathKeeper/pos t/152341197?t=1495492588 …;;;;866784858898563073;https://twitter.com/_KeyOfLight/status/866784858898563073;0
_laucalle;2017-05-21 19:53;0.0;1.0;"Mami no me quiso llevar a la farmacia a comprar loratadina y yo ojalá cuando ud esté vieja tenga quién la lleve a comprar sus mierdas""""";;;;866441926463164416;https://twitter.com/_laucalle/status/866441926463164416;0
_ldpm;2017-04-17 15:26;0.0;0.0;El movimiento hay que dejarlo fluir y no cambiar ni una transición que nos distinga. Eso nos hace diferente a los demás;;;;854053381190627328;https://twitter.com/_ldpm/status/854053381190627328;0
_lopardo;2017-03-01 20:03;0.0;0.0;@ACLAVE buenas noches necesito Neurontin 300mg, si sabes de alguna farmacia en Mcbo que la tenga. Gracias;;@ACLAVE;;837090875524132865;https://twitter.com/_lopardo/status/837090875524132865;2
_MeditaZion_;2017-03-12 21:38;0.0;0.0;De nuevo DISPONIBLES ! Unidades SUPER LIMITADAS (Y) Remerón #BUDHA #negro ... http:// fb.me/51WDVp1ru;;;#BUDHA #negro;841101157149868033;https://twitter.com/_MeditaZion_/status/841101157149868033;0
_NORVaC;2017-05-16 22:29;0.0;0.0;Venga, aún tenemos 30 minutos :D;;;;864669143550873601;https://twitter.com/_NORVaC/status/864669143550873601;0
_rubot;2017-04-13 17:34;0.0;0.0;Por cierto, Yisus, no queda betadine . Pero mañana en cuanto abran la farmacia bajamos a comprar.;;;;852636131606900737;https://twitter.com/_rubot/status/852636131606900737;0
_valium__;2017-04-04 11:23;0.0;13.0;acabo de tener un momento un awkward con mi terapeuta me dice: todo va cambiando, antes ustedes chupaban chupetas.. ahora......;;;;849281249340510208;https://twitter.com/_valium__/status/849281249340510208;0
_victoria_cost;2017-05-30 23:14;0.0;0.0;Acaso tengo cara de boluda;;;;869753816459206656;https://twitter.com/_victoria_cost/status/869753816459206656;0
A7X_avenger;2017-03-26 15:02;0.0;0.0;Kingdom Hearts 2.5 HD ReMIX English - KHBBSFM - Part 26 - Ventus - Vs Va... https:// youtu.be/ShE42-hEfXg vía @YouTube;;@YouTube;;846074998443982849;https://twitter.com/A7X_avenger/status/846074998443982849;0
a_garreta;2017-05-21 12:19;0.0;1.0;Voy caminando a la farmacia por teragrip y de regreso cae un palo de agua. Normal pues;;;;866327539010162688;https://twitter.com/a_garreta/status/866327539010162688;0
Aach1970;2017-05-12 12:48;0.0;0.0;El concepto de Republica que quiere venderle a la misma elite que critica, no pasa ni con Maalox . Anda al cerro, al barrio para que aprendas;;;;863073423907594240;https://twitter.com/Aach1970/status/863073423907594240;0
aangierizavlc;2017-05-31 09:05;0.0;0.0;#LaLora ¿Provocará Donald Trump una escisión en la OTAN ? http://www. vengalecuento.com/provocara-dona ld-trump-una-escision-en-la-otan/ … pic.twitter.com/cGySPgph3l;;;#LaLora;869902664099913729;https://twitter.com/aangierizavlc/status/869902664099913729;0
aanusbaum;2017-06-03 04:38;0.0;0.0;2 Nuestras actitudes definen y preceden a nuestros actos y hábitos. Un cambio de actitud es la puerta a un cambio en las posibilidades;;;;870922545872154624;https://twitter.com/aanusbaum/status/870922545872154624;0
aari_mailen;2017-03-18 18:07;0.0;0.0;Ahora no tengo ganas de ir;;;;843222227994755075;https://twitter.com/aari_mailen/status/843222227994755075;0
aari_mailen;2017-05-21 14:20;0.0;0.0;"Tambien tengo que investigar"" sobre autores de teoria teatral 200 pag cada libro tienen ¿como hago? Encima son como 30 autores = jaja""";;;;866358155848101889;https://twitter.com/aari_mailen/status/866358155848101889;0
abby_0302;2017-04-06 14:51;0.0;0.0;Se dona #Pregabalina #Lyrica #Alprazolam en Caracas CON RECIPE @ServicioPubliVE @spvzla @corazonymanos01 @FMCENTER;;@ServicioPubliVE @spvzla @corazonymanos01 @FMCENTER;#Pregabalina #Lyrica #Alprazolam;850058288217677825;https://twitter.com/abby_0302/status/850058288217677825;1
Abie__rol;2017-03-20 19:33;0.0;0.0;#u quiero, pero ya sabes que tengo poco tiempo y eso...;;;#u;843968816820473856;https://twitter.com/Abie__rol/status/843968816820473856;0
AbigailAranda19;2017-06-01 18:07;0.0;0.0;Me tengo que quedar sentada y no moverme porque si me muevo hago cagada;;;;870401323010621441;https://twitter.com/AbigailAranda19/status/870401323010621441;0
Abraham_Adame;2017-05-26 21:06;0.0;0.0;Jaja yo tengo una mala y uno bueno, la mala receta omeprazol c/8 hrs a una ERGE jajaja;;;;868272183587590144;https://twitter.com/Abraham_Adame/status/868272183587590144;0
abstractofilia;2017-05-04 14:40;0.0;0.0;Ojalá fuese suficiente. Con un aerius no tengo ni pa empezar. :(;;;;860202425533255680;https://twitter.com/abstractofilia/status/860202425533255680;0
aca_pella;2017-03-19 09:26;0.0;0.0;"@trafficVALENCIA Buenos días! Por favor, necesito urgente  Benicar 40 mg"" y no lo consigo :(""";;@trafficVALENCIA;;843453570125062147;https://twitter.com/aca_pella/status/843453570125062147;2
achopijense;2017-04-07 12:47;1.0;0.0;#Murcia #Noticias El cordobés David González Lago ofrece un recita este lunes en el Café Zalacaín http:// dlvr.it/Nqk7TV pic.twitter.com/BnxyMCzqdP;;;#Murcia #Noticias;850389495862108160;https://twitter.com/achopijense/status/850389495862108160;0
ActualidadRT;2017-06-03 12:24;51.0;40.0;Putin ofreció a Bill Clinton la adhesión de Rusia a la OTAN https:// es.rt.com/55ca pic.twitter.com/j3Ft2VowEw;;;;871039892280795136;https://twitter.com/ActualidadRT/status/871039892280795136;0
acuarelatejidos;2017-03-10 17:32;0.0;0.0;Remerón rosa con musculosa. Collar atrapasueños. ¡Look adorable disponible en nuestro local! pic.twitter.com/TJgDnx3Rqw;;;;840314491862691841;https://twitter.com/acuarelatejidos/status/840314491862691841;0
adaesther21;2017-03-02 15:15;0.0;0.0;@LocatelVzla_ATC Buenas tardes. Busco Dicynone 500 mg. Tienen disponibilidad? Gracias.;;@LocatelVzla_ATC;;837380846202064896;https://twitter.com/adaesther21/status/837380846202064896;2
Adan______;2017-05-28 07:17;2.0;3.0;Parece que Hierro se está vendiendo al mejor postor. Con el final de temporada que ha hecho, gracias por venir y adiós.;;;;868788433237553152;https://twitter.com/Adan______/status/868788433237553152;0
adelamendoza132;2017-05-30 08:01;0.0;0.0;#actualidad Donald Trump fustiga a Alemania por relación comercial con Estados Unidos y participación en OTAN http:// ow.ly/ZO4550bOTG1;;;#actualidad;869524124959477760;https://twitter.com/adelamendoza132/status/869524124959477760;0
adnaleh;2017-04-21 13:20;0.0;0.0;"Minijuego es otra cosa: Poké Pelago"" y ""Pokémon Refresh "". Un mundo abierto significaría que deben cambiar muchos factores, y eso es bueno.""";;;;855471404669702146;https://twitter.com/adnaleh/status/855471404669702146;0
adolforomerom;2017-04-16 00:29;0.0;0.0;@ojavendano_gv Buenas noches, tengo una caja de Carbonato de Litio, pero no me dio tiempo de anotar el Telf.;;@ojavendano_gv;;853465223663144960;https://twitter.com/adolforomerom/status/853465223663144960;1
adrenalina;2017-05-13 23:34;0.0;0.0;70' #Toluca mantiene la ventaja global de de 5-4 ante #Santos . Los Guerreros van por dos para meterse a las SF. http:// goo.gl/sY3Zyc pic.twitter.com/Fqo5FnAY8p;;;#Toluca #Santos;863598304726310912;https://twitter.com/adrenalina/status/863598304726310912;0
adrenalina;2017-05-14 23:42;0.0;4.0;. @LobosBuapMX tomó ventaja de 1-0 sobre @Dorados en la gran final del @AscensoMX con gol de Amaury Escoto. #ElPuasEnAdrenalina pic.twitter.com/xbaMcYmfov;;@LobosBuapMX @Dorados @AscensoMX;#ElPuasEnAdrenalina;863962759267926018;https://twitter.com/adrenalina/status/863962759267926018;0
adrenalina;2017-05-21 14:44;0.0;1.0;43' Recta final del primer tiempo el @SDEibar tiene ventaja 0-1 sobre @FCBarcelona #MezaEnAdrenalina pic.twitter.com/3Gwfx3JBUk;;@SDEibar @FCBarcelona;#MezaEnAdrenalina;866364113072656386;https://twitter.com/adrenalina/status/866364113072656386;0
adrenalina;2017-05-21 21:02;6.0;10.0;Se acaba el partidoooo @Chivas Vs @TolucaFC Ya tenemos finalista http:// bit.ly/2r6Zh6b #MinutoAMinuto #ChivasvsToluca pic.twitter.com/aYwUTvGGpy;;@Chivas @TolucaFC;#MinutoAMinuto #ChivasvsToluca;866459181376843781;https://twitter.com/adrenalina/status/866459181376843781;0
adrian_aranda;2017-05-05 13:16;0.0;0.0;Nada me caga más que me digan lo que ya se que tengo que hacer.;;;;860543862665773057;https://twitter.com/adrian_aranda/status/860543862665773057;0
Adriana04396211;2017-03-24 22:22;9.0;0.0;No consigo en Tucumán mi remedio oncológico: Letrozol . Ni en el Subsidio de Salud ni en las farmacias. No está.;;;;845460851226226688;https://twitter.com/Adriana04396211/status/845460851226226688;0
adriana_sax;2017-05-08 14:55;0.0;0.0;•Su sonrisa al verme confirma lo que siente•;;;;861655848397008899;https://twitter.com/adriana_sax/status/861655848397008899;0
ADRIANACORRALE7;2017-04-11 09:36;0.0;0.0;Buenos dias. Necesito omeprazol o pantoprazol con urgencia. Donado o vendido. gracias;;;;851791040801591296;https://twitter.com/ADRIANACORRALE7/status/851791040801591296;2
AdrianaDSDFca;2017-03-27 15:10;0.0;0.0;Todavía tienen disponible el Vizerul ? https:// twitter.com/farmagaleca/st atus/844634072290902021 …;;;;846439303668490240;https://twitter.com/AdrianaDSDFca/status/846439303668490240;2
Adriandp17;2017-06-03 19:58;0.0;1.0;Hay que quitarle hierro al asunto.. a fin de cuentas los atentados ultimamente pasan cada 2x3, en cambio lo del madrid no es que pase mucho.;;;;871154265137586176;https://twitter.com/Adriandp17/status/871154265137586176;1
adrianp02480397;2017-06-04 03:02;0.0;0.0;Putin ofreció a Bill Clinton la adhesión de Rusia a la OTAN https:// es.rt.com/55ca pic.twitter.com/YNY4m1gGrW;;;;871260860047663104;https://twitter.com/adrianp02480397/status/871260860047663104;0
Adridelmar1;2017-05-08 16:49;0.0;0.0;@LocatelVzla_ATC Buenas tardes, para saber si tienen disponible olanzapina;;@LocatelVzla_ATC;;861684505819717632;https://twitter.com/Adridelmar1/status/861684505819717632;2
Adrifigue17;2017-05-17 09:34;2.0;4.0;Fluir y aceptar que hay cosas que no se pueden cambiar...;;;;864836568447627265;https://twitter.com/Adrifigue17/status/864836568447627265;0
adrismile28;2017-03-17 08:31;0.0;0.0;@FundacionBADAN buenos días! Tienen implanon ? Tiene posible fecha de disponibilidad?;;@FundacionBADAN;;842715041321402370;https://twitter.com/adrismile28/status/842715041321402370;2
adys666;2017-05-03 12:57;1.0;1.0;buen día con urgencia necesito CIPROFLOXACINA 500mg ó LEVOFLOXACINA 500 ó 750 mg donde lo ubico o consigo Caracas información al 04266372317;;;;859814193746374662;https://twitter.com/adys666/status/859814193746374662;2
AEN_OK;2017-03-18 12:53;1.0;0.0;Una low cost ofrece pasajes de avión entre Santiago y Buenos Aires por 29 dólares… http:// argentinaennoticias.com/una-low-cost-o frece-pasajes-de-avion-entre-santiago-y-buenos-aires-por-29-dolares-mas-impuestos/ … pic.twitter.com/e3EyzX8YHH;;;;843143269668323328;https://twitter.com/AEN_OK/status/843143269668323328;0
afb5020e45664c0;2017-03-04 20:10;0.0;0.0;@bnas noche tengo dexametasona y coclokapron ampollas mi nro 04144292764 soy valencia;;@bnas;;838179829807742977;https://twitter.com/afb5020e45664c0/status/838179829807742977;1
afb5020e45664c0;2017-03-08 20:20;0.0;0.0;bnas noche tengo ampollas hidrocortisona mi nro 04144292764;;;;839632008913518592;https://twitter.com/afb5020e45664c0/status/839632008913518592;1
afonzin_muller;2017-05-06 14:03;0.0;0.0;oi vende zap ?;;;;860918057363017728;https://twitter.com/afonzin_muller/status/860918057363017728;0
aftello27;2017-03-02 00:06;1.0;3.0;"Y lo que quiso decir, señora, fue alacrán repudiable"". Por favor, no se ofrezca de volutaria.""";;;;837152109674004481;https://twitter.com/aftello27/status/837152109674004481;0
AGavrugs;2017-05-08 09:36;0.0;1.0;Ve a la farmacia y compra penicilina oftalmica, o algo así, funciona súper bien, te lo quita rápido (creo así se llama);;;;861575533917876225;https://twitter.com/AGavrugs/status/861575533917876225;0
Agencia_NOVA_;2017-05-25 18:45;0.0;0.0;"Para el oficialismo no cambia nada"" si CFK es o no candidata http:// dlvr.it/PF6JpG""";;;;867874319493365762;https://twitter.com/Agencia_NOVA_/status/867874319493365762;0
Agencia_NOVA_;2017-05-30 23:10;0.0;1.0;"Daniel Ivoskus: Vidal ha cambiado el concepto hacia los bonaerenses"" http:// dlvr.it/PHCX2W""";;;;869752827303915520;https://twitter.com/Agencia_NOVA_/status/869752827303915520;0
agnicg;2017-03-01 17:21;0.0;0.0;buenas tardes disponen de solumedrol e hidrocortisona ?;;;;837050148165414914;https://twitter.com/agnicg/status/837050148165414914;2
agusabduca;2017-05-31 21:52;0.0;0.0;Debe estar comprando ibuprofeno en la farmacia jajajaja estaba echa mierda;;;;870095667313725440;https://twitter.com/agusabduca/status/870095667313725440;0
AgusCurutchet;2017-05-07 11:56;1.0;1.0;Entro al bar y Mailen me dice que tenemos previa el Jueves, no se puede así, que se la trague la tierra;;;;861248472728702976;https://twitter.com/AgusCurutchet/status/861248472728702976;0
agusperdomo7;2017-04-23 17:53;0.0;1.0;Te tengo tanta envidia, muero por tirarme un tarro de agua oxigenada en el pelo si;;;;856264677390782464;https://twitter.com/agusperdomo7/status/856264677390782464;0
agustina_genta;2017-04-19 10:04;0.0;1.0;Tengo el mejor novio del mundo confirmadisimo;;;;854697171370815488;https://twitter.com/agustina_genta/status/854697171370815488;0
AgustinJaimez5;2017-05-29 17:32;0.0;0.0;Nise para que la tengo de fav;;;;869305361630711813;https://twitter.com/AgustinJaimez5/status/869305361630711813;0
AgustinPayes;2017-05-19 13:25;0.0;0.0;Hoy #SanLuisdelPalmar nos necesita Marcela Aranda , es la encargada de la recepción y distribución de donaciones... http:// fb.me/6q0YIlAZf;;;#SanLuisdelPalmar;865619365542154240;https://twitter.com/AgustinPayes/status/865619365542154240;0
AguusRossii;2017-04-12 23:40;4.0;5.0;Dormí 5 horas (casi 6) de siesta y YA tengo un sueño que me muero, no puede ser, ni que me hubiera bajado una caja de rivotril lrpmqlp;;;;852365925038862337;https://twitter.com/AguusRossii/status/852365925038862337;0
agxscm;2017-03-13 19:57;0.0;0.0;Igual mi viejo me dijo que me lo tome con calma, que por el tema de la dieta, y que tengo poca vitamina e etc, me puedo hacer mal;;;;841438126358822912;https://twitter.com/agxscm/status/841438126358822912;0
AHFOBooks;2017-06-04 14:21;0.0;1.0;Al parecer están siguiendo ese setlist y me obligan a quedarme viendo hasta el final aiudaaaaa tengo que estudiar #OneLoveManchester;;;#OneLoveManchester;871431697929314307;https://twitter.com/AHFOBooks/status/871431697929314307;0
ahiskelita;2017-03-27 07:41;0.0;0.0;@MARACAYACTIVA Buen dia.. tengo anticonceptivo Dinol (Mismo que Belara ) Busco Yaz;;@MARACAYACTIVA;;846326186536030208;https://twitter.com/ahiskelita/status/846326186536030208;1
aicnalubma;2017-04-18 22:19;0.0;0.0;"Lindo responder a un uribista CON ARGUMENTOS. Las ventajas de no pertenecer como un borrego a cualquier ' ismo .""";;;;854519825279967232;https://twitter.com/aicnalubma/status/854519825279967232;0
aingerulaguna;2017-05-03 07:50;0.0;0.0;El PP se postula para la Alcaldía en Aller y ofrece la Vicealcaldía a Izquierda Unida http://www. lne.es/cuencas/2017/0 5/02/pp-postula-alcaldia-aller-ofrece/2097966.html … vía @lanuevaespana;;@lanuevaespana;;859736909551206400;https://twitter.com/aingerulaguna/status/859736909551206400;0
airamabad;2017-04-29 14:50;1.0;0.0;A quien pueda interesar Isoface (isotretinoina) 20 mg disponibilidad 4 cajas pic.twitter.com/cMRRhpN24d;;;;858393191489425409;https://twitter.com/airamabad/status/858393191489425409;1
airon_35;2017-04-02 23:53;0.0;0.0;Ya me chingue un Sal de Uvas picot y ahora me tengo que recostar de ¿qué lado para que la función gastrica sea más eficiente?;;;;848745154873884672;https://twitter.com/airon_35/status/848745154873884672;0
AitorDae20;2017-05-27 18:13;0.0;0.0;Estos son mis ideales si no le gustan tengo otr...UNA BARRA DE HIERRO EN EL COCHE, BASURA;;;;868591078647189504;https://twitter.com/AitorDae20/status/868591078647189504;0
AjuntamentSerra;2017-06-04 04:16;1.0;1.0;AVISO Se mantienen los actos previstos para esta mañana del Día de la Cereza. Si hay algún cambio se informará también a través de esta vía pic.twitter.com/tf7XuAsdy0;;;;871279529574240260;https://twitter.com/AjuntamentSerra/status/871279529574240260;0
Ak47TheLegend;2017-05-06 21:37;0.0;0.0;En serio, es como si JB y RCN saben que Caracol vende manteca a esta hora y estos deciden vender mierda con nitroglicerina marca ACME.;;;;861032147104215040;https://twitter.com/Ak47TheLegend/status/861032147104215040;0
akacurtis;2017-05-24 09:05;0.0;0.0;@FundacionBADAN Buen Día! Tendrán disponibilidad de los siguientes medicamentos: XARELTO , PRADAXA O CLEXANE;;@FundacionBADAN;;867365831386292224;https://twitter.com/akacurtis/status/867365831386292224;2
akapirada;2017-04-17 22:15;0.0;0.0;ENCIMA NO TENGO SUEÑO LA RE PUTA MADRE TRÁEME UN VALIUM;;;;854156523710418944;https://twitter.com/akapirada/status/854156523710418944;0
alabamaworley;2017-05-22 14:05;0.0;0.0;casi definido que el jueves hago de nuevo, confirmación el miércoles tempra .;;;;866716560144183300;https://twitter.com/alabamaworley/status/866716560144183300;0
alan_hermo;2017-04-02 23:13;0.0;1.0;gracias hermosa, donde se consigue eso? JJJAJAJAJ;;;;848735174800146434;https://twitter.com/alan_hermo/status/848735174800146434;0
Alangutierrez00;2017-05-26 02:18;0.0;0.0;Me tengo que levantar tempra asi llevo a emparchar la moto:c;;;;867988278351245312;https://twitter.com/Alangutierrez00/status/867988278351245312;0
AlanSalazarx_O;2017-03-17 19:00;0.0;1.0;Me dice que me consiga un cerebro y no sabía cómo preparar un te vick;;;;842873237621084160;https://twitter.com/AlanSalazarx_O/status/842873237621084160;0
